Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
3100013,WHOSIS_000001,COUNTRY,MKD,YEAR,EUR,Europe,SEX,SEX_FMLE,2016,,,,,,,77.7 [77.6-77.8],77.66388559,77.55548727,77.81593624,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3100352,WHOSIS_000001,COUNTRY,LSO,YEAR,AFR,Africa,SEX,SEX_BTSX,2002,,,,,,,47.8 [46.3-49.3],47.82881329,46.32777223,49.33728959,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3100819,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,SEX_MLE,2009,,,,,,,55.1 [53.9-56.5],55.09502962,53.93697289,56.53910778,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
3101121,WHOSIS_000001,COUNTRY,HND,YEAR,AMR,Americas,SEX,SEX_BTSX,2016,,,,,,,71.1 [70.4-71.9],71.09197895,70.39205655,71.87309084,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3101278,WHOSIS_000001,COUNTRY,NIC,YEAR,AMR,Americas,SEX,SEX_BTSX,2019,,,,,,,78.9 [78.5-79.2],78.87404349,78.50265877,79.21056094,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3102488,WHOSIS_000001,COUNTRY,ECU,YEAR,AMR,Americas,SEX,SEX_FMLE,2014,,,,,,,79.5 [79.2-79.8],79.45308303,79.17537182,79.79039679,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3102855,WHOSIS_000001,COUNTRY,UKR,YEAR,EUR,Europe,SEX,SEX_FMLE,2005,,,,,,,73.1 [73.1-73.3],73.1201397,73.06774651,73.25102422,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
3103066,WHOSIS_000001,COUNTRY,LVA,YEAR,EUR,Europe,SEX,SEX_MLE,2018,,,,,,,70.3 [70.2-70.4],70.27992715,70.19339808,70.41907455,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3103109,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,SEX_FMLE,2012,,,,,,,69.0 [68.4-69.8],68.9910274,68.37712362,69.75786828,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
3104797,WHOSIS_000001,COUNTRY,VCT,YEAR,AMR,Americas,SEX,SEX_FMLE,2000,,,,,,,73.9 [73.6-74.2],73.92212889,73.62238014,74.22691633,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
3105821,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,SEX_BTSX,2009,,,,,,,55.7 [55.0-56.5],55.72789905,54.98181716,56.54064108,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
3107629,WHOSIS_000001,COUNTRY,BRN,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2010,,,,,,,78.4 [78.2-78.7],78.42694401,78.2219717,78.7193837,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3107789,WHOSIS_000001,COUNTRY,PRK,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2007,,,,,,,66.6 [66.1-67.3],66.62288948,66.06608492,67.33935689,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
3107951,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_UMI,YEAR,,,SEX,SEX_FMLE,2020,,,,,,,78.1 [77.7-78.6],78.14320109,77.7207165,78.55428447,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3108340,WHOSIS_000001,COUNTRY,SVK,YEAR,EUR,Europe,SEX,SEX_MLE,2018,,,,,,,73.8 [73.7-73.9],73.79335284,73.7337775,73.90024737,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3109087,WHOSIS_000001,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2005,,,,,,,64.5 [63.7-65.2],64.45019565,63.66326001,65.20761595,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
3109098,WHOSIS_000001,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2007,,,,,,,75.0 [74.5-75.4],74.97453582,74.54915073,75.41554231,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
3110305,WHOSIS_000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,55.5 [54.5-56.5],55.51027953,54.54487556,56.48398153,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3111126,WHOSIS_000001,COUNTRY,SLE,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,52.9 [52.0-53.9],52.88397914,51.99570724,53.93104911,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3111765,WHOSIS_000001,COUNTRY,CUB,YEAR,AMR,Americas,SEX,SEX_BTSX,2015,,,,,,,77.9 [77.9-78.0],77.92972815,77.89965643,78.01830766,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3112555,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,SEX_FMLE,2012,,,,,,,61.1 [60.3-61.9],61.14395592,60.29696065,61.87155946,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
3113703,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,SEX_BTSX,2010,,,,,,,57.3 [56.4-58.3],57.33114203,56.40295542,58.2824165,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3114320,WHOSIS_000001,COUNTRY,BIH,YEAR,EUR,Europe,SEX,SEX_MLE,2002,,,,,,,73.1 [72.7-73.5],73.0907949,72.73659123,73.54589439,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3114580,WHOSIS_000001,COUNTRY,HTI,YEAR,AMR,Americas,SEX,SEX_BTSX,2008,,,,,,,60.3 [59.3-61.2],60.2556984,59.34888025,61.20678517,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
3115053,WHOSIS_000001,COUNTRY,GAB,YEAR,AFR,Africa,SEX,SEX_FMLE,2005,,,,,,,61.3 [60.6-62.4],61.32574324,60.62901746,62.40138131,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
3115900,WHOSIS_000001,COUNTRY,LBY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2009,,,,,,,72.7 [72.4-73.1],72.70625456,72.37411075,73.09116838,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
3115979,WHOSIS_000001,COUNTRY,IRL,YEAR,EUR,Europe,SEX,SEX_BTSX,2014,,,,,,,81.1 [81.0-81.2],81.05218065,81.02812221,81.15390157,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3117064,WHOSIS_000001,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,SEX_FMLE,2001,,,,,,,74.0 [73.8-74.2],73.96492727,73.76087976,74.18718389,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
3117955,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2020,,,,,,,72.7 [72.4-73.1],72.70622882,72.36290706,73.05439502,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3118048,WHOSIS_000001,COUNTRY,TKM,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,65.3 [65.0-65.8],65.31434807,64.96299333,65.81929522,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3118600,WHOSIS_000001,COUNTRY,LSO,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,43.8 [42.1-45.3],43.80676222,42.0751378,45.33954948,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3120653,WHOSIS_000001,COUNTRY,COM,YEAR,AFR,Africa,SEX,SEX_FMLE,2001,,,,,,,63.5 [62.7-64.3],63.49607519,62.67941096,64.29592342,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
3120878,WHOSIS_000001,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_BTSX,2005,,,,,,,78.0 [78.0-78.1],77.99178078,77.97890323,78.07735893,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
3124305,WHOSIS_000001,COUNTRY,BDI,YEAR,AFR,Africa,SEX,SEX_MLE,2011,,,,,,,58.9 [58.2-59.7],58.9438582,58.24218297,59.73185481,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
3126094,WHOSIS_000001,COUNTRY,SVN,YEAR,EUR,Europe,SEX,SEX_MLE,2005,,,,,,,74.0 [73.9-74.1],73.95938945,73.87272138,74.10594507,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
3126895,WHOSIS_000001,COUNTRY,UZB,YEAR,EUR,Europe,SEX,SEX_BTSX,2001,,,,,,,62.2 [61.7-62.6],62.16554368,61.69692885,62.63822141,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
3128840,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,SEX_BTSX,2021,,,,,,,61.6 [60.8-62.5],61.62552641,60.78468372,62.51227821,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
3128882,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,SEX_BTSX,2016,,,,,,,74.2 [74.0-74.4],74.15809377,74.02185776,74.38923391,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3129835,WHOSIS_000001,COUNTRY,WSM,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2009,,,,,,,69.9 [69.5-70.5],69.91713797,69.46543333,70.47629585,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
3129947,WHOSIS_000001,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2006,,,,,,,67.9 [67.2-68.7],67.90765966,67.15466656,68.72041209,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
3130053,WHOSIS_000001,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2008,,,,,,,65.5 [64.6-66.4],65.50077188,64.56116374,66.39558428,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
3130105,WHOSIS_000001,COUNTRY,VCT,YEAR,AMR,Americas,SEX,SEX_MLE,2001,,,,,,,69.6 [69.3-70.0],69.62352596,69.32079064,69.95617627,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
3130186,WHOSIS_000001,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,SEX_BTSX,2005,,,,,,,72.4 [72.2-72.6],72.3988756,72.20474389,72.62751665,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
3130501,WHOSIS_000001,COUNTRY,GNB,YEAR,AFR,Africa,SEX,SEX_BTSX,2000,,,,,,,50.2 [49.3-51.1],50.19859342,49.28904392,51.06573191,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
3131000,WHOSIS_000001,COUNTRY,STP,YEAR,AFR,Africa,SEX,SEX_MLE,2016,,,,,,,69.5 [68.9-70.1],69.47736675,68.89256086,70.12817406,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3132700,WHOSIS_000001,COUNTRY,MKD,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,75.8 [75.7-76.0],75.82634753,75.68009546,75.99539742,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
3134052,WHOSIS_000001,COUNTRY,TZA,YEAR,AFR,Africa,SEX,SEX_FMLE,2002,,,,,,,55.3 [54.3-56.5],55.26603723,54.34066117,56.45317789,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
3135161,WHOSIS_000001,COUNTRY,HUN,YEAR,EUR,Europe,SEX,SEX_FMLE,2008,,,,,,,78.0 [78.0-78.1],77.99780803,77.95833521,78.09835455,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
3136180,WHOSIS_000001,COUNTRY,CUB,YEAR,AMR,Americas,SEX,SEX_FMLE,2008,,,,,,,79.8 [79.8-79.9],79.79110149,79.75259183,79.88738762,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
3137008,WHOSIS_000001,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2017,,,,,,,67.9 [67.0-68.9],67.93554496,66.96856256,68.88939691,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
3138887,WHOSIS_000001,COUNTRY,STP,YEAR,AFR,Africa,SEX,SEX_BTSX,2003,,,,,,,65.2 [64.7-65.9],65.23040933,64.67959681,65.91918,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
3138906,WHOSIS_000001,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2016,,,,,,,67.7 [67.0-68.7],67.6890605,66.97448873,68.71505116,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3139140,WHOSIS_000001,COUNTRY,TLS,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2007,,,,,,,67.3 [66.7-67.9],67.30481849,66.67735434,67.85654696,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
3139394,WHOSIS_000001,WORLDBANKINCOMEGROUP,WB_LMI,YEAR,,,SEX,SEX_FMLE,2016,,,,,,,70.7 [70.2-71.2],70.66559895,70.2212416,71.1911572,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3139819,WHOSIS_000001,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2014,,,,,,,75.8 [75.7-76.0],75.80039494,75.69664188,75.97903778,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3140195,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_FMLE,2013,,,,,,,82.6 [82.5-82.7],82.5916755,82.53168683,82.65166418,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3140831,WHOSIS_000001,COUNTRY,AUT,YEAR,EUR,Europe,SEX,SEX_MLE,2018,,,,,,,79.2 [79.2-79.3],79.19063289,79.18237739,79.26535043,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3141188,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2003,,,,,,,55.6 [54.8-56.5],55.58470303,54.80297172,56.45071393,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
3141884,WHOSIS_000001,COUNTRY,LVA,YEAR,EUR,Europe,SEX,SEX_FMLE,2011,,,,,,,78.4 [78.3-78.6],78.43340929,78.34029532,78.58715146,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
3142384,WHOSIS_000001,COUNTRY,PER,YEAR,AMR,Americas,SEX,SEX_MLE,2000,,,,,,,73.2 [72.8-73.8],73.24885454,72.79831903,73.79391491,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
3142413,WHOSIS_000001,COUNTRY,CYP,YEAR,EUR,Europe,SEX,SEX_MLE,2016,,,,,,,79.7 [79.4-79.9],79.66508873,79.44339026,79.93885344,,2024-08-02T09:43:39.193+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
3142427,WHOSIS_000001,COUNTRY,UZB,YEAR,EUR,Europe,SEX,SEX_MLE,2012,,,,,,,65.3 [65.0-65.7],65.28296238,64.98166701,65.69084704,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
3143746,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_FMLE,2006,,,,,,,81.9 [81.9-82.0],81.89346406,81.88855943,81.97312883,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
3144570,WHOSIS_000001,COUNTRY,SUR,YEAR,AMR,Americas,SEX,SEX_FMLE,2003,,,,,,,73.8 [73.5-74.1],73.76597447,73.51828512,74.11432464,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
3146381,WHOSIS_000001,COUNTRY,ATG,YEAR,AMR,Americas,SEX,SEX_BTSX,2020,,,,,,,77.6 [77.4-78.0],77.61326031,77.35518106,78.02339842,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
3147194,WHOSIS_000001,COUNTRY,PSE,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2007,,,,,,,74.0 [73.8-74.4],74.03072961,73.78754744,74.36583417,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
3147724,WHOSIS_000001,COUNTRY,BRB,YEAR,AMR,Americas,SEX,SEX_BTSX,2019,,,,,,,76.0 [75.4-76.6],76.03984637,75.44153889,76.59623631,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3148375,WHOSIS_000001,COUNTRY,SSD,YEAR,AFR,Africa,SEX,SEX_BTSX,2010,,,,,,,58.8 [57.7-59.8],58.75152485,57.65907052,59.8472999,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3148891,WHOSIS_000001,COUNTRY,BOL,YEAR,AMR,Americas,SEX,SEX_BTSX,2012,,,,,,,71.0 [70.3-71.7],71.0361986,70.28025096,71.73021468,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
3149339,WHOSIS_000001,COUNTRY,MEX,YEAR,AMR,Americas,SEX,SEX_FMLE,2021,,,,,,,74.7 [74.5-74.9],74.68952145,74.51118735,74.88812089,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
3153657,WHOSIS_000001,COUNTRY,NPL,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2009,,,,,,,67.7 [67.3-68.4],67.73602928,67.26842963,68.35631244,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
3155144,WHOSIS_000001,COUNTRY,COG,YEAR,AFR,Africa,SEX,SEX_BTSX,2003,,,,,,,54.5 [53.6-55.3],54.50087703,53.61752871,55.28648666,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
3156354,WHOSIS_000001,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2003,,,,,,,64.4 [63.8-65.3],64.37475074,63.75344136,65.26377907,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
3156840,WHOSIS_000001,COUNTRY,LUX,YEAR,EUR,Europe,SEX,SEX_MLE,2003,,,,,,,76.2 [76.1-76.4],76.18597357,76.09058592,76.37961452,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
3157160,WHOSIS_000001,COUNTRY,NPL,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2014,,,,,,,72.0 [71.4-72.6],71.95143313,71.42439684,72.56435541,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3157459,WHOSIS_000001,COUNTRY,MNE,YEAR,EUR,Europe,SEX,SEX_BTSX,2008,,,,,,,75.0 [74.9-75.2],75.02700903,74.88889565,75.24018649,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
3159904,WHOSIS_000001,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2015,,,,,,,69.5 [68.6-70.5],69.50717667,68.55070301,70.5424673,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3160883,WHOSIS_000001,COUNTRY,HUN,YEAR,EUR,Europe,SEX,SEX_MLE,2015,,,,,,,72.2 [72.1-72.3],72.18632647,72.14996235,72.28096915,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3161838,WHOSIS_000001,COUNTRY,VNM,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2012,,,,,,,68.4 [68.0-68.9],68.37687312,67.99330749,68.85931379,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
3162648,WHOSIS_000001,COUNTRY,ALB,YEAR,EUR,Europe,SEX,SEX_FMLE,2007,,,,,,,77.2 [76.9-77.6],77.19787867,76.93197174,77.55801486,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
3164648,WHOSIS_000001,COUNTRY,MKD,YEAR,EUR,Europe,SEX,SEX_MLE,2018,,,,,,,74.4 [74.3-74.6],74.43697918,74.27852468,74.61999655,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
