SpatialDimType,SpatialDim,Dim1,TimeDim,NumericValue
COUNTRY,VEN,Male,2005,71.10467805
COUNTRY,CHL,Female,2013,82.38669038
COUNTRY,TKM,Both,2006,65.67349206
COUNTRY,QAT,Female,2000,73.61330232
REGION,WPR,Both,2021,77.41814299
COUNTRY,CAN,Female,2019,83.89712798
COUNTRY,MNG,Female,2021,73.85828108
COUNTRY,BWA,Both,2001,46.70431922
COUNTRY,PER,Male,2005,76.156911
COUNTRY,BGD,Female,2008,71.15197518
COUNTRY,JAM,Female,2019,75.14201451
COUNTRY,VUT,Male,2014,63.73781411
COUNTRY,LAO,Female,2019,70.72146922
COUNTRY,TON,Male,2015,69.86785963
COUNTRY,CAN,Female,2014,83.47468449
COUNTRY,CAN,Both,2014,81.59103957
COUNTRY,NAM,Male,2021,57.26867341
COUNTRY,NER,Female,2016,60.79518152
COUNTRY,KOR,Both,2010,80.53713356
COUNTRY,DZA,Male,2003,72.32906007
COUNTRY,PAN,Female,2014,80.77219134
COUNTRY,PSE,Male,2004,65.83577862
COUNTRY,PRT,Male,2017,78.11638146
COUNTRY,KOR,Both,2015,82.40187033
COUNTRY,MDG,Male,2008,60.92615415
COUNTRY,KIR,Male,2002,57.16839429
COUNTRY,NER,Both,2005,54.754071
COUNTRY,SYR,Both,2014,60.24065156
COUNTRY,CHN,Both,2002,71.4546616
COUNTRY,MKD,Both,2012,74.93753664
COUNTRY,LVA,Female,2009,77.55473422
COUNTRY,JOR,Female,2014,78.34868119
COUNTRY,MNG,Male,2009,63.01989107
COUNTRY,LTU,Male,2008,65.86544926
COUNTRY,SWE,Female,2009,83.01241991
REGION,EUR,Female,2016,80.54037185
COUNTRY,BGD,Female,2017,74.6946203
COUNTRY,COM,Male,2000,61.18227412
COUNTRY,CRI,Female,2001,80.37637024
COUNTRY,IRL,Both,2015,81.13790588
COUNTRY,KAZ,Female,2010,73.38324249
COUNTRY,PAK,Female,2016,66.85605771
COUNTRY,SAU,Female,2012,78.26637071
COUNTRY,SYC,Female,2021,75.62362143
COUNTRY,KAZ,Female,2009,73.47585407
COUNTRY,ARE,Male,2003,78.94163148
COUNTRY,CRI,Male,2001,75.8451917
COUNTRY,UKR,Female,2021,75.33701473
REGION,EMR,Both,2019,70.18316524
COUNTRY,LBR,Female,2008,60.10112528
COUNTRY,LKA,Male,2000,67.1529967
COUNTRY,LSO,Female,2000,49.94031218
COUNTRY,RUS,Male,2012,64.50022297
COUNTRY,SSD,Female,2011,60.88967758
COUNTRY,GRC,Both,2017,80.69403193
COUNTRY,BHS,Female,2002,74.83512954
COUNTRY,GMB,Female,2017,66.36047611
COUNTRY,ITA,Female,2000,82.14681801
COUNTRY,RUS,Both,2004,65.14346957
COUNTRY,HND,Female,2005,71.51410084
WORLDBANKINCOMEGROUP,WB_LMI,Both,2016,68.75196172
COUNTRY,BLR,Both,2009,70.47736788
COUNTRY,CMR,Male,2013,56.33393301
COUNTRY,IRN,Both,2013,77.19669632
COUNTRY,SLV,Both,2017,73.71813956
COUNTRY,VCT,Both,2007,73.25297188
COUNTRY,TGO,Male,2009,56.52750076
COUNTRY,UGA,Both,2004,53.13418916
COUNTRY,CHN,Female,2001,73.67283514
COUNTRY,IRQ,Both,2002,70.04461594
COUNTRY,SYC,Male,2018,70.01162218
COUNTRY,GIN,Male,2011,57.32350777
COUNTRY,GTM,Both,2007,70.68269963
COUNTRY,TTO,Both,2016,73.83467512
COUNTRY,LKA,Male,2017,73.75718966
WORLDBANKINCOMEGROUP,WB_LMI,Both,2011,67.03129462
COUNTRY,TLS,Both,2020,68.91671885
COUNTRY,ISL,Female,2011,83.45130431
COUNTRY,BRA,Both,2012,74.28196582
COUNTRY,MLT,Both,2005,79.12587951
COUNTRY,SLE,Female,2003,52.68563189
COUNTRY,BFA,Female,2011,61.23902887
COUNTRY,GRD,Female,2021,75.20123415
COUNTRY,BTN,Both,2019,73.93027807
COUNTRY,LUX,Female,2000,81.27881068
COUNTRY,SSD,Female,2017,61.03754485
COUNTRY,ETH,Female,2015,68.81684832
COUNTRY,CAN,Female,2000,81.54367873
COUNTRY,GUY,Female,2020,70.18506628
COUNTRY,SWE,Male,2015,79.96617583
COUNTRY,MAR,Female,2001,71.32364421
COUNTRY,GRC,Male,2006,77.38297254
COUNTRY,LCA,Female,2008,79.21413337
COUNTRY,GAB,Both,2010,61.73354089
COUNTRY,GTM,Female,2001,71.96949238
COUNTRY,AUT,Female,2006,82.39639519
COUNTRY,ARE,Both,2009,80.73659279
COUNTRY,NZL,Both,2020,82.5016081
COUNTRY,TUN,Both,2004,75.17294716
COUNTRY,ARM,Female,2000,74.71196758
COUNTRY,LBN,Male,2018,77.03657714
COUNTRY,GTM,Female,2015,74.81630621
COUNTRY,GNQ,Male,2013,60.06852884
COUNTRY,USA,Female,2014,80.92687575
COUNTRY,PRK,Female,2018,75.05135164
COUNTRY,VEN,Male,2007,70.37572909
COUNTRY,LTU,Male,2018,70.87608108
COUNTRY,SLB,Both,2017,65.4106128
COUNTRY,HUN,Female,2001,76.54361895
COUNTRY,VEN,Both,2012,74.44482492
COUNTRY,SLV,Female,2002,77.15863754
COUNTRY,LKA,Male,2011,71.42337784
COUNTRY,TJK,Male,2002,64.92641096
COUNTRY,BEL,Both,2003,78.11449295
COUNTRY,NZL,Male,2020,80.69927761
WORLDBANKINCOMEGROUP,WB_HI,Female,2012,82.67850211
COUNTRY,KWT,Male,2017,80.38160915
COUNTRY,PRT,Male,2021,78.27280839
COUNTRY,ERI,Female,2020,66.65783603
COUNTRY,SWZ,Both,2017,53.80924436
COUNTRY,NAM,Male,2012,58.09606132
COUNTRY,RUS,Female,2013,76.25484909
COUNTRY,SYC,Female,2000,76.45591873
COUNTRY,BTN,Female,2002,68.42728948
COUNTRY,CIV,Male,2012,56.46795958
COUNTRY,ARE,Male,2002,78.792974
COUNTRY,EGY,Both,2002,68.85252001
COUNTRY,MWI,Female,2019,66.04654265
COUNTRY,USA,Female,2018,80.85621944
COUNTRY,UKR,Female,2010,75.03452542
COUNTRY,BOL,Female,2011,71.60172355
COUNTRY,KWT,Male,2014,79.98647151
COUNTRY,BTN,Male,2004,68.22214206
COUNTRY,BLZ,Female,2012,76.90498915
COUNTRY,CHN,Female,2003,74.34593581
COUNTRY,MNE,Both,2010,75.71790981
COUNTRY,CYP,Female,2018,84.05594242
COUNTRY,BHR,Both,2005,71.32084892
COUNTRY,GUY,Male,2021,62.97730372
COUNTRY,SDN,Male,2000,61.25208978
COUNTRY,STP,Female,2018,72.93277107
COUNTRY,DEU,Male,2011,78.13000152
COUNTRY,GRC,Female,2008,82.41679181
COUNTRY,BRA,Male,2001,68.4139782
COUNTRY,WSM,Male,2016,68.68213964
COUNTRY,SYC,Male,2008,69.15950722
COUNTRY,GAB,Female,2018,67.56808286
COUNTRY,PER,Both,2012,79.02001015
COUNTRY,AUS,Female,2012,84.16142409
COUNTRY,CYP,Both,2011,81.38772648
COUNTRY,YEM,Both,2001,63.62361632
COUNTRY,SLE,Male,2021,60.15347312
COUNTRY,LBY,Female,2004,75.83936011
COUNTRY,PAN,Both,2013,77.6523099
COUNTRY,TLS,Male,2001,62.93460899
COUNTRY,LBR,Male,2020,62.46861437
COUNTRY,CHE,Male,2015,80.58096114
COUNTRY,SAU,Both,2020,76.05844679
COUNTRY,TCD,Female,2003,53.5308832
COUNTRY,LBN,Both,2013,78.16479469
COUNTRY,HUN,Both,2000,71.36114531
COUNTRY,GHA,Male,2013,61.12760052
COUNTRY,CAF,Both,2002,44.77185837
COUNTRY,ECU,Male,2004,70.83293851
COUNTRY,TKM,Both,2001,65.9484733
COUNTRY,BGR,Female,2011,77.62689586
COUNTRY,PRI,Female,2019,84.04089271
COUNTRY,BTN,Both,2000,65.98956136
COUNTRY,HUN,Both,2009,74.22416063
COUNTRY,VUT,Male,2019,64.11567602
COUNTRY,SGP,Male,2003,77.23537322
COUNTRY,COD,Both,2006,55.48457469
COUNTRY,GUY,Female,2000,67.82942892
COUNTRY,ITA,Female,2013,84.49845399
WORLDBANKINCOMEGROUP,WB_HI,Male,2003,75.11864086
COUNTRY,MKD,Both,2004,73.62319794
COUNTRY,CAN,Both,2003,79.5801332
COUNTRY,CHE,Female,2012,84.27320752
COUNTRY,BWA,Female,2012,61.6801644
COUNTRY,HRV,Female,2020,80.9263101
COUNTRY,OMN,Female,2011,76.90412647
COUNTRY,FJI,Female,2012,69.60417574
COUNTRY,TGO,Both,2000,56.07824585
COUNTRY,GIN,Male,2009,56.65183186
COUNTRY,DEU,Male,2012,78.3154821
COUNTRY,IRL,Both,2009,79.53106576
COUNTRY,SWZ,Both,2015,52.11336327
COUNTRY,BRA,Male,2008,70.29107472
COUNTRY,TUN,Both,2016,76.91365109
COUNTRY,PER,Both,2019,78.29293866
COUNTRY,PRT,Male,2001,73.40298828
COUNTRY,AUS,Male,2003,78.19773413
COUNTRY,ECU,Both,2000,72.58843233
COUNTRY,WSM,Male,2015,68.75999107
COUNTRY,VNM,Male,2005,67.88920391
COUNTRY,LTU,Female,2020,79.76827052
COUNTRY,KWT,Both,2009,79.20188159
COUNTRY,VNM,Both,2014,72.95094965
COUNTRY,AUS,Male,2014,80.51209187
COUNTRY,SEN,Male,2021,65.94354031
COUNTRY,CYP,Female,2003,81.38917851
COUNTRY,SRB,Male,2002,69.67892575
COUNTRY,COG,Both,2010,60.60462815
COUNTRY,WSM,Both,2007,70.4708852
COUNTRY,UZB,Female,2020,73.41116958
COUNTRY,MMR,Female,2011,68.44593609
COUNTRY,MDG,Male,2017,62.57285947
COUNTRY,IDN,Male,2009,67.36611188
COUNTRY,BWA,Female,2017,66.0618249
COUNTRY,ARM,Both,2006,72.0117653
COUNTRY,JPN,Male,2017,81.40127035
COUNTRY,GRC,Male,2017,78.53350845
COUNTRY,BGD,Both,2005,67.78759761
COUNTRY,BRN,Both,2014,76.65808603
WORLDBANKINCOMEGROUP,WB_LI,Male,2008,57.97962253
COUNTRY,RUS,Male,2011,63.98568799
COUNTRY,DNK,Female,2003,79.55533707
COUNTRY,CMR,Male,2009,54.87238926
REGION,EUR,Female,2003,76.85212836
COUNTRY,COL,Male,2000,68.63501244
COUNTRY,VCT,Both,2019,73.10795228
COUNTRY,URY,Male,2013,72.80191485
COUNTRY,MLI,Both,2020,61.46815324
COUNTRY,TKM,Male,2016,65.49134864
COUNTRY,JAM,Female,2018,75.60591545
COUNTRY,COL,Male,2020,73.17844113
COUNTRY,PSE,Male,2021,71.14110365
COUNTRY,MYS,Both,2017,74.40097684
COUNTRY,SRB,Female,2015,77.77429406
COUNTRY,MMR,Female,2014,70.29699169
COUNTRY,PSE,Female,2020,77.08400825
COUNTRY,GNB,Male,2005,50.04920973
COUNTRY,TTO,Male,2005,68.4365143
COUNTRY,MEX,Female,2017,78.76628087
COUNTRY,MDA,Male,2021,65.53420178
COUNTRY,MDA,Female,2005,70.29185729
COUNTRY,USA,Both,2008,78.0493345
COUNTRY,HND,Female,2018,72.73874791
COUNTRY,MDV,Both,2000,69.82223985
COUNTRY,BEN,Both,2013,62.11743236
COUNTRY,GEO,Female,2010,76.24122104
COUNTRY,STP,Female,2003,66.11329555
COUNTRY,GAB,Female,2001,59.26271141
COUNTRY,TUR,Female,2017,79.59950101
REGION,WPR,Both,2019,77.48911331
COUNTRY,SOM,Male,2010,47.13890657
COUNTRY,BHS,Male,2003,68.92596303
COUNTRY,CIV,Both,2015,60.9342411
REGION,EUR,Both,2002,72.70757292
COUNTRY,ALB,Both,2011,76.61868023
COUNTRY,USA,Both,2004,77.3972613
COUNTRY,MLT,Both,2010,80.4834984
COUNTRY,BLR,Both,2020,73.01027649
COUNTRY,GRC,Both,2007,79.45113677
COUNTRY,THA,Female,2020,79.91311642
COUNTRY,MNE,Both,2006,74.28740727
COUNTRY,ARG,Female,2003,77.82722602
COUNTRY,CAF,Female,2021,55.3790002
REGION,EMR,Male,2002,64.5903047
COUNTRY,BGD,Both,2018,73.67380343
COUNTRY,UGA,Female,2007,59.00819206
COUNTRY,DZA,Both,2015,76.06909233
COUNTRY,CHN,Female,2013,79.07028169
COUNTRY,GUY,Female,2002,67.76388845
COUNTRY,IRN,Both,2011,76.87171379
COUNTRY,NLD,Male,2012,79.102654
COUNTRY,GNQ,Both,2016,60.85942801
COUNTRY,JPN,Female,2000,84.80001242
COUNTRY,FJI,Female,2000,68.36484183
COUNTRY,CYP,Both,2014,81.84705653
COUNTRY,SOM,Male,2008,48.03754082
COUNTRY,BTN,Both,2002,67.84566543
COUNTRY,BHR,Female,2011,75.20535884
COUNTRY,SAU,Female,2005,73.12227378
COUNTRY,CYP,Male,2003,76.86012885
COUNTRY,DNK,Male,2014,78.61687489
COUNTRY,PHL,Both,2007,69.58190674
COUNTRY,MAR,Female,2020,73.86985157
COUNTRY,WSM,Female,2004,72.08095548
COUNTRY,JOR,Male,2014,78.39096907
COUNTRY,URY,Both,2015,77.09925201
COUNTRY,DNK,Female,2020,83.16166983
COUNTRY,PRI,Male,2020,76.14090106
COUNTRY,GHA,Male,2005,58.2958344
COUNTRY,TON,Both,2019,72.94212581
COUNTRY,JOR,Female,2009,76.55739127
COUNTRY,TUR,Male,2012,73.77355049
COUNTRY,BRA,Both,2003,72.30491342
COUNTRY,FJI,Both,2006,67.08069927
COUNTRY,NIC,Male,2020,71.71241065
COUNTRY,IRQ,Male,2003,65.68953983
COUNTRY,BGD,Male,2017,72.08322327
COUNTRY,TON,Both,2016,72.56032607
COUNTRY,SWE,Male,2016,80.36714012
GLOBAL,GLOBAL,Both,2015,72.18568947
COUNTRY,AUS,Both,2006,81.04245453
COUNTRY,ISL,Both,2005,80.90304444
COUNTRY,COD,Female,2018,63.60932257
COUNTRY,FSM,Both,2001,63.81961029
COUNTRY,NGA,Male,2018,61.26091993
COUNTRY,KEN,Both,2007,58.55063756
COUNTRY,ATG,Both,2016,75.54812509
COUNTRY,BWA,Male,2005,50.84700013
COUNTRY,CYP,Female,2004,81.50500335
COUNTRY,TUN,Female,2013,79.10734252
COUNTRY,CZE,Female,2017,81.69092888
COUNTRY,PNG,Both,2011,65.03278821
COUNTRY,FRA,Female,2012,84.52986176
COUNTRY,ESP,Male,2016,80.0420428
COUNTRY,JAM,Both,2011,72.86139713
COUNTRY,SVK,Male,2020,73.48147988
WORLDBANKINCOMEGROUP,WB_HI,Both,2002,77.91958141
COUNTRY,SWE,Male,2005,78.31471805
COUNTRY,LBR,Female,2021,64.26883806
COUNTRY,IRL,Male,2004,75.93998811
COUNTRY,SUR,Both,2000,70.55904903
COUNTRY,UZB,Both,2009,66.2800996
COUNTRY,NZL,Female,2018,83.36205057
COUNTRY,GNB,Male,2014,54.70521169
COUNTRY,OMN,Female,2001,76.00067092
COUNTRY,DJI,Male,2012,61.18324458
REGION,WPR,Male,2016,73.92346253
COUNTRY,ECU,Both,2017,77.31252311
COUNTRY,TTO,Male,2018,70.59042495
COUNTRY,NZL,Both,2003,79.05551434
COUNTRY,IND,Male,2018,68.87555599
COUNTRY,ALB,Both,2013,77.77410839
COUNTRY,LSO,Male,2014,46.03257198
COUNTRY,EST,Female,2001,76.47111928
COUNTRY,CHL,Both,2005,78.0049121
COUNTRY,BTN,Female,2018,74.94852418
COUNTRY,ESP,Female,2001,82.75513079
COUNTRY,ZWE,Both,2021,58.48102238
COUNTRY,NGA,Female,2020,64.43518594
COUNTRY,RUS,Both,2011,69.77052933
COUNTRY,HTI,Both,2005,58.63996581
COUNTRY,TUR,Male,2021,72.53640214
COUNTRY,BEN,Both,2020,64.40363479
COUNTRY,GRC,Male,2000,75.97017437
COUNTRY,BFA,Both,2005,55.19811279
COUNTRY,KGZ,Both,2000,65.93470005
COUNTRY,CYP,Both,2010,81.17822871
COUNTRY,BIH,Male,2015,74.52760304
COUNTRY,MLT,Both,2017,82.05744637
COUNTRY,RUS,Female,2010,74.76350378
WORLDBANKINCOMEGROUP,WB_LI,Both,2001,54.40413809
COUNTRY,TCD,Both,2011,56.17787256
COUNTRY,BGD,Male,2000,63.71118475
COUNTRY,COD,Female,2019,64.08077318
REGION,SEAR,Both,2007,66.92530001
COUNTRY,TCD,Male,2012,55.13300401
COUNTRY,NLD,Female,2010,82.50005909
COUNTRY,TON,Both,2021,72.72088222
COUNTRY,DNK,Both,2013,80.1645831
COUNTRY,NIC,Male,2004,72.86952492
COUNTRY,ROU,Female,2005,75.61820668
COUNTRY,FJI,Male,2012,65.56656873
COUNTRY,SLB,Male,2013,62.54505448
COUNTRY,ATG,Male,2018,74.02402622
COUNTRY,LBN,Both,2018,79.36847038
COUNTRY,HRV,Both,2003,74.86052687
COUNTRY,LTU,Both,2003,71.84648999
COUNTRY,BFA,Male,2010,56.45253442
COUNTRY,SAU,Male,2000,69.42950388
COUNTRY,PAK,Both,2009,63.92267166
COUNTRY,KIR,Male,2011,58.15393034
COUNTRY,GRD,Both,2008,70.92544169
COUNTRY,DZA,Both,2014,75.93393131
COUNTRY,SAU,Male,2019,76.45406338
COUNTRY,GNB,Both,2003,51.43513822
COUNTRY,ITA,Male,2004,77.69725945
COUNTRY,MNE,Both,2004,73.73506539
COUNTRY,DOM,Male,2004,70.19105428
COUNTRY,SSD,Female,2021,60.61474174
COUNTRY,MDV,Male,2005,71.50191
COUNTRY,PHL,Female,2019,73.21518621
COUNTRY,COG,Male,2018,62.71322436
COUNTRY,SEN,Male,2005,60.85186284
COUNTRY,IRN,Male,2018,76.26902586
COUNTRY,ERI,Male,2000,51.25031992
COUNTRY,KGZ,Female,2000,69.38331499
COUNTRY,ISR,Female,2017,84.23610352
COUNTRY,PNG,Male,2018,65.44844312
COUNTRY,LAO,Female,2009,66.13687655
COUNTRY,SAU,Female,2004,72.92597569
REGION,AMR,Both,2001,74.30398059
COUNTRY,COM,Both,2018,68.19621524
COUNTRY,SAU,Both,2013,77.33139242
COUNTRY,CHN,Both,2019,77.31273653
COUNTRY,GRC,Male,2011,77.9644201
COUNTRY,BWA,Both,2000,47.16383585
COUNTRY,PRI,Male,2006,74.27769742
COUNTRY,VEN,Both,2006,74.69093059
COUNTRY,CMR,Male,2002,51.7191217
WORLDBANKINCOMEGROUP,WB_LMI,Male,2016,66.91840776
COUNTRY,IRQ,Male,2005,65.07986118
COUNTRY,TZA,Male,2012,61.6877384
COUNTRY,MDV,Female,2010,76.63298354
COUNTRY,PNG,Male,2012,64.16737727
COUNTRY,AGO,Female,2005,55.16790921
COUNTRY,IDN,Female,2004,67.26919104
COUNTRY,GRC,Male,2013,78.52883174
COUNTRY,GAB,Both,2013,63.25439162
REGION,SEAR,Female,2005,67.97689254
COUNTRY,CZE,Male,2019,76.30310569
COUNTRY,CHE,Male,2018,81.52853149
COUNTRY,POL,Female,2021,79.39878959
COUNTRY,SLB,Female,2018,68.17591111
COUNTRY,ARG,Both,2003,74.25492535
COUNTRY,ZAF,Both,2003,52.93394541
COUNTRY,BHS,Male,2012,69.52595492
COUNTRY,GAB,Male,2001,56.25882448
COUNTRY,MRT,Male,2016,69.64545325
COUNTRY,FSM,Both,2003,64.10175678
COUNTRY,BOL,Male,2013,70.44673368
COUNTRY,PRY,Both,2003,75.00581985
COUNTRY,GBR,Both,2011,80.64139781
COUNTRY,ARE,Both,2017,80.92702059
COUNTRY,JOR,Both,2005,73.42688191
COUNTRY,CUB,Both,2014,78.1433227
COUNTRY,TON,Both,2005,71.97193468
COUNTRY,AUT,Female,2011,83.2818469
COUNTRY,MYS,Male,2021,70.63625944
COUNTRY,GHA,Female,2010,64.28330038
COUNTRY,PRT,Female,2005,81.2138435
COUNTRY,PER,Female,2007,80.30924599
COUNTRY,CHL,Male,2019,78.66286141
COUNTRY,THA,Both,2020,76.50524949
COUNTRY,MAR,Female,2002,71.41568272
COUNTRY,SLB,Male,2015,62.85393319
COUNTRY,PAK,Male,2000,60.97632896
COUNTRY,SOM,Female,2000,51.57348696
COUNTRY,SVK,Female,2015,80.01781693
COUNTRY,GEO,Female,2003,74.19297045
COUNTRY,TKM,Male,2007,62.29977817
COUNTRY,LKA,Both,2008,73.1378661
COUNTRY,CHL,Male,2006,75.71148795
COUNTRY,MDG,Male,2015,62.32660335
COUNTRY,UKR,Both,2018,72.71826067
COUNTRY,MAR,Female,2012,73.51043095
COUNTRY,MRT,Both,2010,68.45329118
COUNTRY,VEN,Female,2009,79.04311979
COUNTRY,JAM,Male,2001,69.93620994
COUNTRY,KIR,Female,2014,64.81259393
COUNTRY,TGO,Female,2004,58.72900791
COUNTRY,VUT,Male,2000,62.03202708
COUNTRY,SWZ,Female,2007,45.08337273
COUNTRY,GHA,Both,2010,61.9748058
COUNTRY,TGO,Both,2011,59.7945853
COUNTRY,JOR,Male,2018,79.67533655
COUNTRY,MNE,Female,2001,75.78387644
COUNTRY,LKA,Both,2015,76.44590803
COUNTRY,BLR,Female,2003,74.51765047
COUNTRY,MOZ,Male,2004,49.79922826
COUNTRY,HTI,Female,2008,60.0323964
COUNTRY,FRA,Female,2004,83.2720284
COUNTRY,UGA,Male,2000,47.08075305
COUNTRY,MAR,Male,2019,72.85219348
COUNTRY,ATG,Female,2013,77.54315251
COUNTRY,PHL,Male,2021,63.397904
COUNTRY,VNM,Both,2019,73.71007094
COUNTRY,DEU,Female,2021,82.85918032
COUNTRY,TUN,Female,2019,79.98849759
COUNTRY,IDN,Male,2013,68.31541032
COUNTRY,SOM,Both,2004,49.44567549
COUNTRY,ESP,Male,2018,80.15362426
COUNTRY,MMR,Male,2007,60.13291453
COUNTRY,ZWE,Male,2019,56.89891029
COUNTRY,TUR,Both,2019,77.61966184
COUNTRY,SAU,Both,2005,71.81634573
COUNTRY,CYP,Both,2018,82.05668584
COUNTRY,LBN,Male,2012,75.63281379
COUNTRY,FIN,Female,2006,82.61911452
COUNTRY,KIR,Both,2000,60.08437065
COUNTRY,BHS,Both,2000,70.96744554
COUNTRY,TCD,Both,2005,52.94619682
COUNTRY,GHA,Female,2011,65.03574342
COUNTRY,IRQ,Female,2020,73.82694404
COUNTRY,MDV,Male,2014,75.27055695
COUNTRY,TUN,Both,2015,76.78627015
COUNTRY,ECU,Both,2006,73.97387898
COUNTRY,LAO,Male,2019,66.14369168
COUNTRY,ARM,Both,2005,72.0754129
COUNTRY,FIN,Both,2003,78.41020069
COUNTRY,TJK,Female,2001,68.47260221
COUNTRY,PSE,Both,2020,75.1341365
COUNTRY,LVA,Both,2014,74.4358747
COUNTRY,ESP,Both,2020,81.92498871
COUNTRY,MDA,Female,2004,70.77972014
COUNTRY,TJK,Both,2006,68.48925177
COUNTRY,NOR,Male,2006,78.07766829
COUNTRY,GHA,Both,2001,59.15248936
COUNTRY,CRI,Both,2005,79.72199388
WORLDBANKINCOMEGROUP,WB_UMI,Male,2007,69.22495907
COUNTRY,ALB,Male,2015,76.02285855
COUNTRY,MDA,Both,2017,72.85856435
COUNTRY,ECU,Male,2013,73.79505647
COUNTRY,SLE,Both,2009,54.19029086
COUNTRY,AFG,Male,2011,59.12294823
COUNTRY,TUR,Female,2010,79.359621
COUNTRY,MUS,Both,2006,72.37604294
COUNTRY,QAT,Female,2020,78.77670576
COUNTRY,PRY,Both,2020,75.24817035
COUNTRY,ZMB,Both,2003,47.10240747
COUNTRY,MYS,Male,2011,72.27760523
COUNTRY,MDA,Both,2019,73.32010877
COUNTRY,LCA,Male,2015,72.83655011
COUNTRY,PNG,Female,2009,65.57843482
COUNTRY,JOR,Male,2005,75.82405784
COUNTRY,SVK,Female,2010,79.13593679
COUNTRY,JOR,Female,2021,76.98049856
COUNTRY,LVA,Male,2007,65.23337667
COUNTRY,VUT,Female,2001,68.57930636
COUNTRY,JPN,Female,2004,85.58433875
COUNTRY,TGO,Both,2001,56.11218609
COUNTRY,LAO,Male,2005,59.31529986
COUNTRY,LBN,Female,2002,77.8255064
COUNTRY,MEX,Both,2015,75.93967708
COUNTRY,TUN,Male,2005,72.9385159
COUNTRY,LCA,Male,2013,72.78059765
COUNTRY,NGA,Male,2007,56.87829819
COUNTRY,SVK,Both,2007,74.470327
COUNTRY,IDN,Female,2018,72.99956688
COUNTRY,MWI,Male,2006,49.7118822
COUNTRY,CMR,Both,2016,59.79056297
COUNTRY,KOR,Both,2007,79.37954426
COUNTRY,ARE,Female,2006,80.46240936
COUNTRY,ITA,Both,2013,82.2878749
COUNTRY,SLB,Male,2007,61.51567102
COUNTRY,THA,Female,2009,78.2601812
COUNTRY,LBY,Both,2002,73.4501765
COUNTRY,DZA,Male,2018,76.12985521
COUNTRY,POL,Male,2014,73.57068412
COUNTRY,COM,Both,2020,68.30703432
COUNTRY,LBN,Female,2001,77.40610793
COUNTRY,JAM,Female,2015,75.00771057
COUNTRY,SUR,Both,2011,73.11587921
COUNTRY,MAR,Male,2021,71.5359536
COUNTRY,ALB,Female,2001,79.2466615
COUNTRY,TTO,Male,2003,68.02078181
COUNTRY,COL,Both,2005,74.43998835
COUNTRY,AUS,Male,2020,81.50154912
COUNTRY,SYC,Both,2004,72.21510064
COUNTRY,CZE,Both,2006,76.60775206
COUNTRY,BWA,Female,2006,58.06340592
COUNTRY,COD,Both,2013,58.89523659
COUNTRY,MRT,Male,2007,67.38427327
COUNTRY,KHM,Female,2016,71.57463845
COUNTRY,DOM,Female,2012,76.79303939
COUNTRY,USA,Female,2008,80.28372415
COUNTRY,IRQ,Female,2013,74.3058493
COUNTRY,NLD,Male,2007,77.99067196
COUNTRY,ATG,Female,2004,77.40290628
COUNTRY,SRB,Female,2005,75.43103144
COUNTRY,BEL,Male,2005,76.07135504
COUNTRY,LUX,Both,2015,82.3849065
COUNTRY,PAK,Male,2001,61.22518495
COUNTRY,ROU,Male,2020,70.30228895
COUNTRY,NZL,Female,2003,81.15392201
COUNTRY,URY,Both,2008,76.39345878
WORLDBANKINCOMEGROUP,WB_LI,Male,2020,62.04739003
COUNTRY,TGO,Male,2020,61.33343341
COUNTRY,SDN,Both,2003,63.67737719
COUNTRY,ERI,Both,2007,59.29093298
COUNTRY,PRI,Both,2000,76.24708096
COUNTRY,ARM,Both,2018,75.62030513
COUNTRY,PSE,Female,2002,73.08909956
COUNTRY,IND,Female,2009,68.80633047
COUNTRY,ZMB,Male,2008,53.12198237
COUNTRY,CHE,Female,2018,84.95543679
COUNTRY,SYC,Both,2014,73.23814592
COUNTRY,VCT,Both,2000,71.66187212
COUNTRY,PHL,Female,2001,73.81624384
COUNTRY,BHS,Female,2009,76.11470219
COUNTRY,USA,Both,2006,77.68331379
GLOBAL,GLOBAL,Male,2003,65.23132712
COUNTRY,DEU,Male,2018,78.42352941
COUNTRY,MWI,Both,2011,58.10856356
COUNTRY,BGD,Female,2000,67.39767927
COUNTRY,MLI,Male,2007,57.32489648
COUNTRY,CUB,Both,2009,78.01983317
COUNTRY,LKA,Female,2019,80.33001892
COUNTRY,MKD,Male,2014,73.23054172
COUNTRY,LAO,Female,2004,62.86520621
COUNTRY,BEL,Female,2011,82.60790846
COUNTRY,CHE,Both,2009,81.89043047
COUNTRY,GTM,Male,2018,70.21932716
COUNTRY,CHL,Female,2016,82.88088496
COUNTRY,KEN,Female,2011,64.11636794
COUNTRY,LVA,Both,2002,70.10625692
COUNTRY,IND,Both,2020,70.1869093
COUNTRY,CIV,Both,2001,51.50148868
COUNTRY,PRK,Male,2019,69.34481232
COUNTRY,HUN,Female,2007,77.53366852
COUNTRY,SWE,Male,2006,78.59437792
COUNTRY,SLV,Both,2021,71.66703998
COUNTRY,AZE,Both,2013,72.08992478
COUNTRY,JOR,Both,2020,77.55988721
COUNTRY,KGZ,Male,2020,67.84037894
COUNTRY,GNQ,Male,2008,58.56829445
COUNTRY,FRA,Male,2011,78.35634992
COUNTRY,SYR,Female,2013,70.02813814
COUNTRY,VUT,Male,2016,63.90912364
COUNTRY,SVK,Both,2013,76.47557345
